,Unnamed: 0,date,odds_1,odds_2,players,score,tournament_name,year
4672,,24 Oct 2013 - Winners stage,11/10,69/100,van Gerwen M. - Taylor P.,6:3,http://www.oddsportal.com/darts/world/championship-league,2018.0
4673,,24 Oct 2013 - Winners stage,379/100,17/100,Burnett R. - van Gerwen M.,6:0,http://www.oddsportal.com/darts/world/championship-league,2018.0
4674,,24 Oct 2013 - Winners stage,57/100,33/25,Hamilton A. - Jenkins T.,6:5,http://www.oddsportal.com/darts/world/championship-league,2018.0
4675,,24 Oct 2013 - Winners stage,61/100,5/4,Huybrechts K. - White I.,5:6,http://www.oddsportal.com/darts/world/championship-league,2018.0
4676,,24 Oct 2013 - Winners stage,74/25,6/25,Newton W. - Taylor P.,4:6,http://www.oddsportal.com/darts/world/championship-league,2018.0
4677,,24 Oct 2013 - Winners stage,227/100,31/100,Hamilton A. - van Gerwen M.,1:6,http://www.oddsportal.com/darts/world/championship-league,2018.0
4678,,24 Oct 2013 - Winners stage,31/50,59/50,Jenkins T. - Burnett R.,5:6,http://www.oddsportal.com/darts/world/championship-league,2018.0
4679,,24 Oct 2013 - Winners stage,13/100,219/50,Taylor P. - White I.,6:5,http://www.oddsportal.com/darts/world/championship-league,2018.0
4680,,24 Oct 2013 - Winners stage,17/20,21/25,Huybrechts K. - Newton W.,2:6,http://www.oddsportal.com/darts/world/championship-league,2018.0
4681,,24 Oct 2013 - Winners stage,301/100,23/100,Jenkins T. - van Gerwen M.,2:6,http://www.oddsportal.com/darts/world/championship-league,2018.0
4682,,24 Oct 2013 - Winners stage,63/50,3/5,White I. - Newton W.,6:4,http://www.oddsportal.com/darts/world/championship-league,2018.0
4683,,24 Oct 2013 - Winners stage,9/20,169/100,Hamilton A. - Burnett R.,2:6,http://www.oddsportal.com/darts/world/championship-league,2018.0
4684,,24 Oct 2013 - Winners stage,157/50,11/50,Huybrechts K. - Taylor P.,5:6,http://www.oddsportal.com/darts/world/championship-league,2018.0
4685,,24 Oct 2013 - Winners stage,1/5,343/100,van Gerwen M. - White I.,6:4,http://www.oddsportal.com/darts/world/championship-league,2018.0
4686,,24 Oct 2013 - Winners stage,17/25,111/100,Newton W. - Jenkins T.,6:5,http://www.oddsportal.com/darts/world/championship-league,2018.0
4687,,24 Oct 2013 - Winners stage,7/25,133/50,Taylor P. - Hamilton A.,6:5,http://www.oddsportal.com/darts/world/championship-league,2018.0
4688,,24 Oct 2013 - Winners stage,77/50,1/2,Burnett R. - Huybrechts K.,6:3,http://www.oddsportal.com/darts/world/championship-league,2018.0
4689,,23 Oct 2013,29/50,31/25,Anderson G. - Beaton S.,3:6,http://www.oddsportal.com/darts/world/championship-league,2018.0
4690,,23 Oct 2013,14/25,67/50,Nicholson P. - Smith A.,6:1,http://www.oddsportal.com/darts/world/championship-league,2018.0
4691,,23 Oct 2013,58/25,8/25,Osborne C. - Wright P.,6:5,http://www.oddsportal.com/darts/world/championship-league,2018.0
4692,,23 Oct 2013,147/100,13/25,Walsh M. - Huybrechts K.,3:6,http://www.oddsportal.com/darts/world/championship-league,2018.0
4693,,23 Oct 2013,71/100,53/50,Huybrechts K. - Nicholson P.,2:6,http://www.oddsportal.com/darts/world/championship-league,2018.0
4694,,23 Oct 2013,43/50,87/100,Smith A. - Walsh M.,6:2,http://www.oddsportal.com/darts/world/championship-league,2018.0
4695,,23 Oct 2013,1/2,38/25,Beaton S. - Osborne C.,6:4,http://www.oddsportal.com/darts/world/championship-league,2018.0
4696,,23 Oct 2013,43/50,21/25,Wright P. - Anderson G.,6:4,http://www.oddsportal.com/darts/world/championship-league,2018.0
4697,,23 Oct 2013,12/25,8/5,Nicholson P. - Osborne C.,6:4,http://www.oddsportal.com/darts/world/championship-league,2018.0
4698,,23 Oct 2013,201/100,37/100,Smith A. - Wright P.,6:5,http://www.oddsportal.com/darts/world/championship-league,2018.0
4699,,23 Oct 2013,113/100,67/100,Beaton S. - Huybrechts K.,6:5,http://www.oddsportal.com/darts/world/championship-league,2018.0
4700,,23 Oct 2013,7/4,43/100,Walsh M. - Anderson G.,5:6,http://www.oddsportal.com/darts/world/championship-league,2018.0
4701,,23 Oct 2013,131/100,29/50,Walsh M. - Beaton S.,6:2,http://www.oddsportal.com/darts/world/championship-league,2018.0
4702,,23 Oct 2013,31/50,123/100,Wright P. - Nicholson P.,3:6,http://www.oddsportal.com/darts/world/championship-league,2018.0
4703,,23 Oct 2013,7/10,27/25,Anderson G. - Huybrechts K.,4:6,http://www.oddsportal.com/darts/world/championship-league,2018.0
4704,,23 Oct 2013,109/100,7/10,Osborne C. - Smith A.,1:6,http://www.oddsportal.com/darts/world/championship-league,2018.0
4705,,23 Oct 2013,13/25,71/50,Nicholson P. - Walsh M.,6:2,http://www.oddsportal.com/darts/world/championship-league,2018.0
4706,,23 Oct 2013,59/100,31/25,Wright P. - Beaton S.,6:4,http://www.oddsportal.com/darts/world/championship-league,2018.0
4707,,23 Oct 2013,49/100,38/25,Huybrechts K. - Smith A.,4:6,http://www.oddsportal.com/darts/world/championship-league,2018.0
4708,,23 Oct 2013,53/25,17/50,Osborne C. - Anderson G.,2:6,http://www.oddsportal.com/darts/world/championship-league,2018.0
4709,,23 Oct 2013,21/25,91/100,Nicholson P. - Beaton S.,6:4,http://www.oddsportal.com/darts/world/championship-league,2018.0
4710,,23 Oct 2013,2/1,37/100,Smith A. - Anderson G.,6:3,http://www.oddsportal.com/darts/world/championship-league,2018.0
4711,,21 Nov 2010 - Play Offs,23/50,31/20,Wade J. - Waites S.,12:16,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4712,,21 Nov 2010 - Play Offs,12/5,33/100,Jones W. - Wade J.,6:16,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4713,,21 Nov 2010 - Play Offs,13/20,6/5,Waites S. - Beaton S.,16:9,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4714,,20 Nov 2010 - Play Offs,1033/100,1/25,Beaton S. - Taylor P.,16:14,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4715,,20 Nov 2010 - Play Offs,9/5,21/50,Jenkins T. - Wade J.,15:16,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4716,,20 Nov 2010 - Play Offs,207/100,37/100,Jones W. - Anderson G.,16:15,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4717,,20 Nov 2010 - Play Offs,61/50,13/20,Stompe C. - Waites S.,10:16,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4718,,19 Nov 2010 - Play Offs,33/4,3/50,Baxter R. - Taylor P.,1:10,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4719,,19 Nov 2010 - Play Offs,61/100,63/50,Hankey T. - Beaton S.,6:10,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4720,,19 Nov 2010 - Play Offs,37/50,101/100,Lloyd C. - Stompe C.,4:10,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4721,,19 Nov 2010 - Play Offs,53/50,18/25,Waites S. - van Barneveld R.,10:7,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4722,,18 Nov 2010 - Play Offs,51/100,151/100,Anderson G. - Osborne C.,10:3,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4723,,18 Nov 2010 - Play Offs,79/50,49/100,King M. - Wade J.,9:10,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4724,,18 Nov 2010 - Play Offs,18/25,21/20,O'Shea T. - Jenkins T.,7:10,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4725,,18 Nov 2010 - Play Offs,22/25,17/20,Thornton R. - Jones W.,6:10,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4726,,17 Nov 2010,31/100,243/100,van Barneveld R. - Fitton D.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4727,,17 Nov 2010,13/100,461/100,Taylor P. - Newton W.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4728,,17 Nov 2010,17/20,9/10,Stompe C. - Phillips M.,5:4,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4729,,17 Nov 2010,81/100,93/100,Nicholson P. - Beaton S.,1:5,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4730,,17 Nov 2010,1/2,77/50,Baxter R. - Monk A.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4731,,17 Nov 2010,11/25,171/100,Hankey T. - van Gerwen M.,5:4,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4732,,17 Nov 2010,89/100,43/50,Lewis A. - Waites S.,3:5,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4733,,17 Nov 2010,1/50,12/1,Lloyd C. - Wright T.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4734,,16 Nov 2010,17/50,11/5,Wade J. - Van der Voort V.,5:4,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4735,,16 Nov 2010,91/100,41/50,Osborne C. - Chisnall D.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4736,,16 Nov 2010,23/50,163/100,Anderson G. - Webster M.,3:5,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4737,,16 Nov 2010,3/10,241/100,King M. - Henderson J.,5:4,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4738,,16 Nov 2010,11/50,161/50,Jones W. - Hylton M.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4739,,16 Nov 2010,1/100,1507/100,Jenkins T. - Bromberg S.,5:0,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4740,,16 Nov 2010,37/100,41/20,Whitlock S. - Thornton R.,2:5,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4741,,16 Nov 2010,11/50,159/50,O'Shea T. - Pipe J.,5:4,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4742,,15 Nov 2010,1/10,579/100,Taylor P. - Hankey T.,4:5,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4743,,15 Nov 2010,9/25,207/100,van Barneveld R. - Lloyd C.,3:5,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4744,,15 Nov 2010,61/50,31/50,Nicholson P. - Baxter R.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4745,,15 Nov 2010,61/100,31/25,Waites S. - Phillips M.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4746,,15 Nov 2010,14/25,34/25,Lewis A. - Stompe C.,3:5,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4747,,15 Nov 2010,12/25,79/50,Newton W. - van Gerwen M.,5:4,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4748,,15 Nov 2010,17/25,28/25,Beaton S. - Monk A.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4749,,15 Nov 2010,1/50,933/100,Fitton D. - Wright T.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4750,,14 Nov 2010,57/100,5/4,Anderson G. - Jones W.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4751,,14 Nov 2010,63/100,23/20,King M. - Jenkins T.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4752,,14 Nov 2010,11/25,161/100,Wade J. - O'Shea T.,1:5,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4753,,14 Nov 2010,29/20,1/2,Thornton R. - Chisnall D.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4754,,14 Nov 2010,29/100,47/20,Whitlock S. - Osborne C.,4:5,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4755,,14 Nov 2010,3/50,13/2,Henderson J. - Bromberg S.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4756,,14 Nov 2010,1/4,263/100,Webster M. - Hylton M.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4757,,14 Nov 2010,2/5,87/50,Van der Voort V. - Pipe J.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4758,,14 Nov 2010,1/2,29/20,Newton W. - Hankey T.,3:5,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4759,,14 Nov 2010,7/100,13/2,Taylor P. - van Gerwen M.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4760,,14 Nov 2010,59/100,63/50,Baxter R. - Beaton S.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2010.0
4761,,20 Nov 2011 - Play Offs,3/20,227/50,Taylor P. - Anderson G.,16:4,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4762,,20 Nov 2011 - Play Offs,23/100,159/50,Taylor P. - Lewis A.,16:9,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4763,,20 Nov 2011 - Play Offs,459/100,13/100,Walsh M. - Anderson G.,11:16,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4764,,19 Nov 2011 - Play Offs,3/25,131/25,Taylor P. - Nicholson P.,16:7,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4765,,19 Nov 2011 - Play Offs,2/1,19/50,Webster M. - Lewis A.,5:16,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4766,,19 Nov 2011 - Play Offs,21/100,339/100,Anderson G. - Jenkins T.,16:12,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4767,,19 Nov 2011 - Play Offs,9/10,87/100,Walsh M. - Hankey T.,16:14,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4768,,18 Nov 2011 - Play Offs,21/100,173/50,Lewis A. - Part J.,10:8,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4769,,18 Nov 2011 - Play Offs,43/100,89/50,Nicholson P. - Beaton S.,10:8,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4770,,18 Nov 2011 - Play Offs,1/10,573/100,Taylor P. - Newton W.,10:3,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4771,,18 Nov 2011 - Play Offs,11/25,87/50,Webster M. - Phillips M.,10:8,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4772,,17 Nov 2011 - Play Offs,4/5,49/50,Anderson G. - Wade J.,10:3,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4773,,17 Nov 2011 - Play Offs,29/50,67/50,Jenkins T. - Jones W.,10:8,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4774,,17 Nov 2011 - Play Offs,21/20,37/50,van Gerwen M. - Hankey T.,9:10,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4775,,17 Nov 2011 - Play Offs,18/25,109/100,Winstanley D. - Walsh M.,9:10,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4776,,16 Nov 2011,9/50,93/25,Beaton S. - Hubbard J.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4777,,16 Nov 2011,29/100,127/50,Lewis A. - Van der Voort V.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4778,,16 Nov 2011,9/100,627/100,Newton W. - Bates B.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4779,,16 Nov 2011,1/4,73/25,Nicholson P. - Caris M.,5:4,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4780,,16 Nov 2011,57/100,69/50,Part J. - Monk A.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4781,,16 Nov 2011,21/25,93/100,Stompe C. - Phillips M.,2:5,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4782,,16 Nov 2011,13/100,473/100,Taylor P. - King M.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4783,,16 Nov 2011,31/100,49/20,Webster M. - Dekker J.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4784,,15 Nov 2011,41/100,187/100,Anderson G. - Jones W.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4785,,15 Nov 2011,91/100,43/50,Dolan B. - Heydon N.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4786,,15 Nov 2011,18/25,107/100,Hankey T. - White I.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4787,,15 Nov 2011,18/25,27/25,O'Shea T. - van Gerwen M.,2:5,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4788,,15 Nov 2011,59/50,33/50,Pipe J. - Chisnall D.,4:5,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4789,,15 Nov 2011,7/10,11/10,van Barneveld R. - Winstanley D.,2:5,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4790,,15 Nov 2011,2/5,189/100,Wade J. - Jenkins T.,3:5,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4791,,15 Nov 2011,51/50,77/100,Walsh M. - Waites S.,2:5,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4792,,14 Nov 2011,173/100,9/20,Bates B. - Caris M.,1:5,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4793,,14 Nov 2011,59/50,33/50,Dekker J. - Monk A.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4794,,14 Nov 2011,3/20,219/50,King M. - Hubbard J.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4795,,14 Nov 2011,23/50,169/100,Lewis A. - Stompe C.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4796,,14 Nov 2011,9/10,43/50,Newton W. - Nicholson P.,4:5,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4797,,14 Nov 2011,13/100,117/25,Taylor P. - Beaton S.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4798,,14 Nov 2011,18/25,109/100,Van der Voort V. - Phillips M.,2:5,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4799,,14 Nov 2011,16/25,123/100,Webster M. - Part J.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4800,,13 Nov 2011,29/100,257/100,Anderson G. - Dolan B.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4801,,13 Nov 2011,33/20,12/25,Jenkins T. - Chisnall D.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4802,,13 Nov 2011,59/100,34/25,Jones W. - Heydon N.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4803,,13 Nov 2011,3/10,5/2,van Barneveld R. - Hankey T.,2:5,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4804,,13 Nov 2011,41/100,189/100,Wade J. - Pipe J.,5:4,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4805,,13 Nov 2011,13/25,77/50,Waites S. - O'Shea T.,4:5,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4806,,13 Nov 2011,3/4,21/20,Walsh M. - van Gerwen M.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4807,,13 Nov 2011,49/100,163/100,Winstanley D. - White I.,5:4,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4808,,13 Nov 2011,161/100,12/25,Dekker J. - Part J.,2:5,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4809,,13 Nov 2011,33/100,229/100,Lewis A. - Phillips M.,5:4,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4810,,13 Nov 2011,37/50,26/25,Van der Voort V. - Stompe C.,3:5,http://www.oddsportal.com/darts/world/grand-slam,2011.0
4811,,18 Nov 2012 - Play Offs,3/10,247/100,van Gerwen M. - van Barneveld R.,14:16,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4812,,18 Nov 2012 - Play Offs,4/25,41/10,van Gerwen M. - Winstanley D.,16:8,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4813,,18 Nov 2012 - Play Offs,29/20,14/25,Hamilton A. - van Barneveld R.,10:16,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4814,,17 Nov 2012 - Play Offs,103/50,37/100,Waites S. - van Gerwen M.,12:16,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4815,,17 Nov 2012 - Play Offs,17/10,23/50,Kist C. - van Barneveld R.,10:16,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4816,,17 Nov 2012 - Play Offs,12/5,31/100,Part J. - Hamilton A.,12:16,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4817,,17 Nov 2012 - Play Offs,71/100,11/10,Winstanley D. - Painter K.,16:12,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4818,,16 Nov 2012 - Play Offs,33/100,119/50,van Barneveld R. - Harms W.,10:4,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4819,,16 Nov 2012 - Play Offs,119/100,33/50,Hamilton A. - Anderson G.,10:9,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4820,,16 Nov 2012 - Play Offs,41/100,187/100,Newton W. - Kist C.,9:10,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4821,,16 Nov 2012 - Play Offs,24/25,83/100,Part J. - Dolan B.,10:6,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4822,,15 Nov 2012 - Play Offs,3/5,5/4,Waites S. - Thornton R.,10:8,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4823,,15 Nov 2012 - Play Offs,37/20,41/100,van Gerwen M. - Taylor P.,10:5,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4824,,15 Nov 2012 - Play Offs,43/100,87/50,King M. - Painter K.,5:10,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4825,,15 Nov 2012 - Play Offs,29/100,257/100,Winstanley D. - Monk A.,10:5,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4826,,14 Nov 2012,63/100,121/100,Kist C. - Walsh M.,4:5,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4827,,14 Nov 2012,7/10,107/100,Newton W. - Jenkins T.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4828,,14 Nov 2012,18/25,26/25,Hamilton A. - Nicholson P.,5:4,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4829,,14 Nov 2012,59/50,16/25,Part J. - O'Shea T.,5:4,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4830,,14 Nov 2012,19/50,39/20,van Barneveld R. - Jones W.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4831,,14 Nov 2012,3/5,63/50,Harms W. - Phillips M.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4832,,14 Nov 2012,7/50,429/100,Dolan B. - Bates B.,5:0,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4833,,14 Nov 2012,19/20,79/100,Lewis A. - Anderson G.,5:4,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4834,,13 Nov 2012,17/50,54/25,van Gerwen M. - Hankey T.,5:0,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4835,,13 Nov 2012,11/25,169/100,Whitlock S. - Winstanley D.,1:5,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4836,,13 Nov 2012,17/100,373/100,Taylor P. - Waites S.,2:5,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4837,,13 Nov 2012,4/5,93/100,Wade J. - King M.,2:5,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4838,,13 Nov 2012,11/20,139/100,Thornton R. - Beaton S.,5:4,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4839,,13 Nov 2012,43/100,171/100,Painter K. - Hubbard J.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4840,,13 Nov 2012,49/100,31/20,Webster M. - Stompe C.,2:5,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4841,,13 Nov 2012,167/100,9/20,Dekker J. - Monk A.,1:5,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4842,,12 Nov 2012,29/50,131/100,Newton W. - Harms W.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4843,,12 Nov 2012,32/25,59/100,Kist C. - van Barneveld R.,5:4,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4844,,12 Nov 2012,53/100,143/100,Anderson G. - O'Shea T.,5:4,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4845,,12 Nov 2012,27/50,7/5,Hamilton A. - Dolan B.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4846,,12 Nov 2012,19/50,48/25,Lewis A. - Part J.,2:5,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4847,,12 Nov 2012,3/20,417/100,Nicholson P. - Bates B.,5:0,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4848,,12 Nov 2012,21/50,44/25,Jenkins T. - Phillips M.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4849,,12 Nov 2012,63/100,119/100,Walsh M. - Jones W.,5:4,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4850,,11 Nov 2012,29/50,129/100,van Gerwen M. - Thornton R.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4851,,11 Nov 2012,13/25,73/50,Whitlock S. - Painter K.,5:4,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4852,,11 Nov 2012,3/20,41/10,Taylor P. - Webster M.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4853,,11 Nov 2012,43/100,43/25,King M. - Monk A.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4854,,11 Nov 2012,11/20,69/50,Winstanley D. - Hubbard J.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4855,,11 Nov 2012,37/100,199/100,Wade J. - Dekker J.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4856,,11 Nov 2012,34/25,11/20,Hankey T. - Beaton S.,5:3,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4857,,11 Nov 2012,51/100,37/25,Waites S. - Stompe C.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4858,,11 Nov 2012,11/25,42/25,Newton W. - Phillips M.,5:2,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4859,,11 Nov 2012,17/25,111/100,Kist C. - Jones W.,5:1,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4860,,11 Nov 2012,11/25,17/10,Anderson G. - Part J.,5:4,http://www.oddsportal.com/darts/world/grand-slam,2012.0
4861,,17 Nov 2013 - Play Offs,31/5,2/25,Thornton R. - Taylor P.,6:16,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4862,,17 Nov 2013 - Play Offs,7/20,221/100,Taylor P. - Lewis A.,16:9,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4863,,17 Nov 2013 - Play Offs,47/50,81/100,Thornton R. - Waites S.,16:9,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4864,,16 Nov 2013 - Play Offs,9/100,313/50,Taylor P. - Wade J.,16:12,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4865,,16 Nov 2013 - Play Offs,2/1,19/50,Huybrechts K. - Lewis A.,11:16,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4866,,15 Nov 2013 - Play Offs,161/50,11/50,Hankey T. - Waites S.,10:16,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4867,,15 Nov 2013 - Play Offs,59/50,13/20,O'Shea T. - Thornton R.,6:16,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4868,,14 Nov 2013 - Play Offs,57/100,32/25,van Gerwen M. - Lewis A.,8:10,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4869,,14 Nov 2013 - Play Offs,11/100,253/50,Taylor P. - Anderson G.,10:5,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4870,,14 Nov 2013 - Play Offs,63/25,29/100,Huybrechts R. - Huybrechts K.,5:10,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4871,,14 Nov 2013 - Play Offs,13/50,68/25,Wade J. - Nicholson P.,10:1,http://www.oddsportal.com/darts/world/grand-slam,2013.0
4872,,13 Nov 2013 - Play Offs,17/100,387/100,Whitlock S. - Hankey T.,9:10,http://www.oddsportal.com/darts/world/grand-slam,2013.0
